tcp,algorithm,tcp_throughput,tcp_latency,cbr_throughput,cbr_latency
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.84864 1.50592 1.35616 0.9984 0.74048 1.22304 2.11328 2.52928 2.52096 2.52096 1.14816 1.22304,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341643921569 0.0337257292818 0.0353997361963 0.0339910083333 0.0344661460674 0.0340146394558 0.0349651417323 0.0358558684211 0.0359537425743 0.0359165940594 0.0356486884058 0.0340529251701,0 0 0 0 0 0 0 0 7.58016 7.896 7.84896 7.93296 7.96488 7.97664 7.77 7.47936 7.47936 7.47936 7.86576 7.96152,0 0 0 0 0 0 0 0 0.0310591411791 0.0315086631915 0.0322823131421 0.0313290402372 0.0311761695845 0.0315777683235 0.0329095647568 0.0341273948787 0.0341943697215 0.0341675867026 0.0320299459633 0.0315646041359
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.89024 1.23136 0.89856 1.07328 1.18976 0.84032 1.2896 1.3312 2.46272 2.52096 2.52096 2.52096,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340115607477 0.0347118310811 0.0339438425926 0.0344810697674 0.0341314825175 0.0344552970297 0.034228516129 0.03372366875 0.0355218175676 0.0358833267327 0.0359343366337 0.0359005148515,0 0 0 0 0 0 0 0 7.58856 7.98168 7.96656 7.92288 7.91616 7.95144 7.9716 7.98168 7.53648 7.47936 7.47768 7.47936,0 0 0 0 0 0 0 0 0.0310653079478 0.031892385603 0.0312560014762 0.0314897669635 0.0315596417657 0.0312544491866 0.0317289534247 0.0315020572511 0.0337008606777 0.0341309236298 0.0341937499438 0.0341591945193
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.85696 1.46432 0.9984 1.30624 1.04832 1.67232 0.5408 1.73888 0.56576 1.40608 0.77376 1.04832,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341842718447 0.0337943977273 0.0351716583333 0.0341918280255 0.0345484206349 0.0348600696517 0.0336156615385 0.0346845885167 0.0337066029412 0.0342883609467 0.0339693225806 0.0343472301587,0 0 0 0 0 0 0 0 7.6524 8.02368 7.91616 7.89264 7.91448 7.92288 8.02872 7.84392 7.99176 7.8876 7.94976 7.9212,0 0 0 0 0 0 0 0 0.031060318551 0.0316371821608 0.0317187533956 0.0316477992763 0.0314809736786 0.0323826119593 0.0308771726303 0.0322744827586 0.0309299070843 0.0317258892439 0.0311580944632 0.0314561102863
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.86528 2.07168 1.2064 1.18976 1.11488 1.5808 0.53248 1.29792 0.84032 1.13152 1.09824 1.14816,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341267115385 0.0350312931727 0.0355949655172 0.0341694475524 0.0345250671642 0.0345044631579 0.03359328125 0.0343974807692 0.0340736534653 0.0345089852941 0.0340791666667 0.0347087753623,0 0 0 0 0 0 0 0 7.64904 7.74312 7.7868 7.87584 7.89768 7.854 8.00184 7.88424 7.96488 7.88592 7.938 7.8876,0 0 0 0 0 0 0 0 0.0310950860971 0.0329214367542 0.0320980351672 0.031529962244 0.0314512590938 0.0320816346524 0.0308491406676 0.0316616379714 0.0312379331365 0.0315628723903 0.0314838768254 0.031600286688
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.6656 1.63072 0.56576 1.71392 0.46592 1.48096 2.3296 2.52096 2.52096 1.2896 1.10656 0.78208,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338437625 0.0343095663265 0.0344106176471 0.0344342621359 0.0337085535714 0.0342849101124 0.0351860857143 0.0359027326733 0.0358794455446 0.0356419935484 0.0341156616541 0.0343187978723,0 0 0 0 0 0 0 0 7.66416 7.88256 8.0052 7.87752 7.9464 7.93464 7.60536 7.47768 7.47768 7.80864 7.91784 7.94808,0 0 0 0 0 0 0 0 0.0307944690925 0.0320583363171 0.0310616371459 0.0321704519087 0.0307995376321 0.0318483222528 0.0331984802297 0.0341573199281 0.0341299469782 0.0321840957401 0.0314574583068 0.0311945962799
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.51584 0.97344 1.15648 1.1648 0.86528 1.14816 1.82208 0.49088 1.33952 0.82368 1.6224 0.68224,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339964354839 0.0341196068376 0.0347405971223 0.0341463857143 0.0344634519231 0.0340066884058 0.0346655753425 0.0335912881356 0.0343496397516 0.0339337676768 0.0340911435897 0.0348485853659,0 0 0 0 0 0 0 0 7.69104 7.93296 7.83384 7.93464 7.94136 7.9548 7.8204 8.04216 7.92792 7.96824 7.9464 7.94472,0 0 0 0 0 0 0 0 0.0307774792486 0.0313845148242 0.0316024557152 0.0315553146305 0.0312649752486 0.0315147427666 0.0324354251343 0.0308684075621 0.0317457192202 0.0311621728864 0.0319303323467 0.0312405578346
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.89024 1.54752 0.89856 1.39776 0.6656 1.2896 1.23136 0.9568 0.7904 1.15648 2.1216 2.52096,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338742523364 0.0343483548387 0.0344011666667 0.0342396309524 0.034384075 0.0340970580645 0.0344139121622 0.0340675043478 0.0341630421053 0.0340365179856 0.0348310745098 0.0358827722772,0 0 0 0 0 0 0 0 7.68264 7.88592 7.91448 7.93464 8.01696 8.0472 7.9716 7.99008 7.91448 7.97496 7.76664 7.47096,0 0 0 0 0 0 0 0 0.0310342147387 0.0319916533873 0.0313003948206 0.0317635212788 0.03108326886 0.0316993755741 0.0317101287671 0.0313767401177 0.031175305243 0.0315481898041 0.0328027172831 0.0341309451315
Reno,RED,0.59104 1.872 2.65408 2.64576 2.64576 2.64576 2.6624 2.6624 0.85696 2.10496 2.52096 2.52096 2.52096 2.51264 0.75712 1.1232 1.07328 1.23136 1.08992 0.67392,0.0338377777778 0.0328066133333 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341854271845 0.034976944664 0.0358578217822 0.0359016237624 0.0359232475248 0.035893218543 0.0343092857143 0.0345913259259 0.0342111472868 0.0345755472973 0.034048778626 0.0340561234568,0 0 0 0 0 0 0 0 7.63056 7.70112 7.47936 7.47768 7.47936 7.48776 8.0388 7.9548 7.91784 7.84224 7.93296 7.97832,0 0 0 0 0 0 0 0 0.0311114379128 0.0328820591187 0.0341071089398 0.0341501774882 0.0341607380952 0.0341562178595 0.0312627605016 0.0317005708553 0.0314061650753 0.0315582150814 0.0314940681914 0.0310370629606
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.38272 0.27456 0.35776 0.36608 0.35776 0.42432 0.44928 0.39104 0.29952 0.36608 0.39104 0.28288,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344101521739 0.0333964242424 0.0334352093023 0.03338425 0.0333824186047 0.0334752352941 0.0335890555556 0.0334890212766 0.03346825 0.0336272954545 0.0333957021277 0.0334092352941,0 0 0 0 0 0 0 0 7.62552 7.98336 7.92624 7.96488 7.9884 7.93968 7.88256 7.92792 7.8876 7.98504 7.90944 8.01024,0 0 0 0 0 0 0 0 0.0306683187927 0.0306369461279 0.0306689012293 0.0306621554524 0.0306776403785 0.0307121874736 0.0307110650043 0.0306732464505 0.0306372136315 0.030690133179 0.0306779802464 0.0306442372064
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.23296 0.46592 0.34112 0.39936 0.25792 0.25792 0.35776 0.3328 0.23296 0.54912 0.24128 0.49088,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338641071429 0.0335567142857 0.0335202439024 0.0335273541667 0.0334079354839 0.0332633870968 0.0334351860465 0.033353925 0.0334168928571 0.0335870606061 0.0333075517241 0.0335582372881,0 0 0 0 0 0 0 0 7.68096 7.86576 7.94136 7.96992 8.0052 7.99344 7.99848 7.9632 8.04888 7.89264 7.9884 7.96656,0 0 0 0 0 0 0 0 0.030611074147 0.030706098035 0.030668730696 0.030696801855 0.0306279357817 0.0306291601513 0.0306767483722 0.0306566242616 0.0306265833855 0.0307619031503 0.0306170483701 0.0307318591312
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.26624 0.27456 0.38272 0.34944 0.34112 0.34944 0.25792 0.3328 0.30784 0.26624 0.31616 0.416,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.03397790625 0.0334231818182 0.0333895217391 0.0336109761905 0.0335705121951 0.033400952381 0.0333413548387 0.03351125 0.0333457567568 0.03331178125 0.0333107631579 0.03348462,0 0 0 0 0 0 0 0 7.60872 7.9632 7.93464 7.91784 7.99848 7.9716 7.98168 7.98168 7.96992 8.0052 7.95144 7.94472,0 0 0 0 0 0 0 0 0.0306237745639 0.0306336329114 0.0306759337286 0.0306659219181 0.0306891029196 0.0306661793467 0.0306300290465 0.0306645895601 0.0306491587268 0.0306306675761 0.0306465489119 0.03070227786
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.38272 0.34112 0.38272 0.32448 0.36608 0.3328 0.35776 0.38272 0.34112 0.34112 0.32448 0.23296,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342275869565 0.0337091707317 0.033413173913 0.0334327435897 0.033499 0.033372475 0.0334759767442 0.0334441304348 0.0335139756098 0.0335910487805 0.0333728461538 0.0333295357143,0 0 0 0 0 0 0 0 7.67928 7.89936 7.98672 7.98 7.91448 7.9128 7.93632 7.91784 7.97328 7.9716 8.01024 7.94976,0 0 0 0 0 0 0 0 0.0306813791293 0.0306631686516 0.0306710748843 0.0306526103158 0.0306765637869 0.030640896603 0.0306799485605 0.0306689671122 0.030673111673 0.0306546729189 0.0306663676594 0.0306191701183
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3328 0.40768 0.23296 0.208 0.28288 0.2912 0.34112 0.27456 0.46592 0.23296 0.34112 0.44928,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034683975 0.0335319183673 0.0333763214286 0.03318892 0.0333226176471 0.0333360857143 0.0333855365854 0.0333654848485 0.0335284821429 0.0333958214286 0.0334359512195 0.0335945185185,0 0 0 0 0 0 0 0 7.58184 7.91112 7.98672 8.01696 7.99176 7.98336 7.92288 7.94472 7.93968 7.9716 7.94304 7.85232,0 0 0 0 0 0 0 0 0.0306366323953 0.0306881968571 0.0306172589398 0.0306056647108 0.0306395978558 0.0306472085438 0.0306663259118 0.0306383584267 0.0307256451545 0.030614687882 0.0306674388748 0.0307004300385
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3744 0.38272 0.30784 0.34112 0.39104 0.31616 0.44096 0.3744 0.29952 0.31616 0.34112 0.30784,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340766222222 0.0335819565217 0.0335237297297 0.033365 0.0335959361702 0.0334397368421 0.0334913207547 0.0335205333333 0.0335608333333 0.0334873947368 0.0333607317073 0.0334194594595,0 0 0 0 0 0 0 0 7.65576 7.95312 7.96152 7.96992 7.95648 7.94808 7.94304 7.84224 7.94808 8.02872 7.93464 7.96488,0 0 0 0 0 0 0 0 0.0306665903006 0.0306748958597 0.0306419928255 0.0306746207841 0.0306924600929 0.0306536393997 0.0307115340525 0.030670945587 0.0306439139717 0.0306616120527 0.0306479453737 0.0306625884834
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.32448 0.40768 0.3744 0.46592 0.2912 0.21632 0.26624 0.42432 0.34944 0.416 0.34944 0.4576,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344906923077 0.0335102244898 0.0335411777778 0.033646375 0.0334206 0.0331188076923 0.033259625 0.0334848431373 0.0335835952381 0.03352456 0.0335286666667 0.0335316727273,0 0 0 0 0 0 0 0 7.66248 7.91448 7.91616 7.89096 7.9464 8.00352 7.96992 7.94136 7.94136 7.90608 7.91784 7.90776,0 0 0 0 0 0 0 0 0.0306485380399 0.0306845841647 0.0306855464771 0.0307042997658 0.0306312369979 0.0306128503359 0.0306304057757 0.030699384176 0.030686542839 0.030696060136 0.0306741082113 0.0307108869768
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.43264 0.35776 0.32448 0.3328 0.35776 0.3328 0.28288 0.35776 0.31616 0.30784 0.34112 0.32448,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343953269231 0.0334554418605 0.0333776153846 0.03340675 0.033565255814 0.03337465 0.0334045588235 0.0335330930233 0.0333611052632 0.033506 0.0333926097561 0.0334525897436,0 0 0 0 0 0 0 0 7.59864 7.94976 7.9716 8.00184 7.98504 7.9632 7.99008 7.98168 7.96152 7.93968 7.9296 7.91616,0 0 0 0 0 0 0 0 0.0306805122706 0.0306621739222 0.030665059431 0.0306582807054 0.0306878039133 0.0306597590717 0.0306460031539 0.0306764902126 0.0306678999789 0.0306530393568 0.0306542644068 0.0306655587861
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.2496 0.3744 0.32448 0.35776 0.29952 0.29952 0.416 0.30784 0.30784 0.4576 0.26624 0.208,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339189333333 0.0334578888889 0.0334714615385 0.0335336511628 0.0333029166667 0.0333344166667 0.0335353 0.0334437837838 0.0333826756757 0.0335475454545 0.03340865625 0.0331714,0 0 0 0 0 0 0 0 7.68096 7.93968 7.98168 7.95144 7.95312 7.98 7.9212 7.96152 7.99344 7.9548 8.01528 7.91448,0 0 0 0 0 0 0 0 0.03061761986 0.0306828374947 0.0306568288781 0.0306669919713 0.030645900507 0.0306342732632 0.030715918982 0.0306492348597 0.0306455720891 0.0307193324182 0.030632281702 0.0305970503078
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.2912 0.40768 0.34944 0.43264 0.36608 0.24128 0.31616 0.35776 0.32448 0.3328 0.42432 0.24128,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341976285714 0.0335510204082 0.0335689047619 0.0336109038462 0.03351675 0.0333903103448 0.0333669210526 0.0333276046512 0.0334774358974 0.033367025 0.0334036666667 0.0334384137931,0 0 0 0 0 0 0 0 7.66416 7.94808 7.93296 7.938 7.9044 7.9632 7.9044 7.98504 7.93968 7.91616 7.94472 7.94136,0 0 0 0 0 0 0 0 0.0306339679965 0.0306938818432 0.0306735523083 0.0307085214815 0.0306687953241 0.0306291151899 0.0306419989373 0.0306767736167 0.0306530435887 0.0306489983022 0.0307035698879 0.0306326943093
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.39936 0.3328 0.4576 0.3328 0.47424 0.24128 0.39104 0.416 0.26624 0.31616 0.44096 0.2496,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034150125 0.03343455 0.0335064363636 0.0335234 0.0334782982456 0.0333705517241 0.0334484893617 0.0335021 0.03336453125 0.0334793947368 0.0335378679245 0.0334459,0 0 0 0 0 0 0 0 7.61544 7.98 7.9548 7.94808 7.90776 7.9632 7.94808 7.92792 7.95816 7.93968 7.93632 7.89096,0 0 0 0 0 0 0 0 0.0306724524597 0.0306507842105 0.0307103938754 0.0306595182837 0.0307385436584 0.0306289810127 0.0306865322342 0.0306900873066 0.0306327327422 0.0306653410918 0.0307224254869 0.0306191526506
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.23296 0.25792 0.2912 0.2912 0.47424 0.25792 0.25792 0.31616 0.31616 0.30784 0.48256 0.30784,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338228928571 0.0332927096774 0.0333330285714 0.0332622285714 0.0335925438596 0.033279 0.0332620967742 0.0333908421053 0.0335105 0.0334160540541 0.0334940862069 0.0334802702703,0 0 0 0 0 0 0 0 7.73136 7.9296 8.02536 7.91952 7.896 7.97496 8.0052 7.95648 7.95648 7.94976 7.94304 7.93296,0 0 0 0 0 0 0 0 0.0306107316384 0.0306308055085 0.0306570713837 0.0306343621129 0.0307279265957 0.0306190939541 0.0306325513116 0.0306534622044 0.0306474824747 0.0306520614962 0.0307232840525 0.0306461893266
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.26624 0.39104 0.42432 0.29952 0.44096 0.44096 0.36608 0.2496 0.48256 0.28288 0.38272 0.30784,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340505625 0.0335619574468 0.033481254902 0.0334774166667 0.0334302264151 0.033607509434 0.0334426590909 0.0334188666667 0.0334741206897 0.0334772647059 0.0335744347826 0.0334573513514,0 0 0 0 0 0 0 0 7.68264 7.89768 7.90272 7.92624 7.89264 7.9548 7.95648 7.9632 7.88928 7.95648 7.94136 7.99512,0 0 0 0 0 0 0 0 0.0306211152416 0.0306888976813 0.0306923084609 0.0306442272149 0.0306876917837 0.0307137704329 0.0306812687922 0.0306309158228 0.0307362566014 0.0306406948902 0.0306838485297 0.0306440308888
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.2496 0.24128 0.26624 0.3328 0.3328 0.44096 0.3328 0.416 0.29952 0.25792 0.27456 0.27456,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338915 0.0333183793103 0.033279875 0.0333373 0.03344875 0.0335809811321 0.03343015 0.03349418 0.0334917222222 0.033279483871 0.0332229393939 0.0333461818182,0 0 0 0 0 0 0 0 7.69944 8.01192 7.96656 7.99848 8.01024 7.9632 7.92792 7.95144 7.96152 7.99008 7.99176 8.06232,0 0 0 0 0 0 0 0 0.0306123923194 0.0306205537849 0.0306210301561 0.0306558431002 0.0306591491191 0.0307181512658 0.0306561826658 0.0307027946334 0.030642971513 0.0306224327166 0.0306318492748 0.0306473907064
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3744 0.32448 0.416 0.27456 0.34112 0.42432 0.32448 0.49088 0.2912 0.49088 0.25792 0.24128,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343477555556 0.0336865897436 0.03357754 0.0333333636364 0.0334054878049 0.0335813137255 0.033547025641 0.0335841525424 0.0334942571429 0.033580220339 0.0333868387097 0.0332682068966,0 0 0 0 0 0 0 0 7.60704 7.9464 7.94472 7.938 7.92456 7.92792 7.90104 7.90272 7.94808 7.90104 7.9716 7.99176,0 0 0 0 0 0 0 0 0.0306599871908 0.0306438866808 0.0307051607105 0.0306356471958 0.0306681672673 0.0307045727908 0.0306565249841 0.0307395308248 0.0306487816529 0.0307317905592 0.0306280347734 0.0306264713054
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.3328 0.32448 0.39936 0.44096 0.3744 0.21632 0.46592 0.31616 0.28288 0.32448 0.34944 0.32448,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034453475 0.0334826923077 0.0335098541667 0.033616490566 0.0334093555556 0.0332713461538 0.0335796607143 0.033487 0.0334570294118 0.0335025641026 0.0334923095238 0.0334547435897,0 0 0 0 0 0 0 0 7.64064 7.96992 7.91112 7.95648 7.91448 7.95816 7.89768 7.938 7.95144 7.94808 7.87416 7.9884,0 0 0 0 0 0 0 0 0.0306438559807 0.0306548132378 0.0306875861117 0.0306922056588 0.0306701197198 0.030614269791 0.0307242137843 0.0306543153439 0.0306352047327 0.030649807863 0.0306651386815 0.0306602837014
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.416 0.2496 0.2912 0.29952 0.29952 0.46592 0.36608 0.36608 0.416 0.2912 0.29952 0.34112,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.03419084 0.0332336333333 0.0333483142857 0.0332749166667 0.0334180555556 0.03357025 0.03355775 0.0336189090909 0.0334824 0.0334638857143 0.0335328055556 0.0333315365854,0 0 0 0 0 0 0 0 7.56672 7.938 7.97664 7.93968 8.03376 7.90776 7.94304 7.94976 7.93464 7.94304 7.96824 7.99512,0 0 0 0 0 0 0 0 0.0306689456039 0.0306126114286 0.0306464519798 0.0306477225984 0.0306520129653 0.0307288725303 0.0306697935702 0.0306787573965 0.0306963059496 0.030643855753 0.0306488812988 0.0306743019542
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.39936 0.43264 0.2912 0.32448 0.3328 0.35776 0.32448 0.31616 0.3328 0.3328 0.4576 0.24128,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343691041667 0.0337207884615 0.0333792 0.0333628717949 0.033356575 0.0334361860465 0.0333665897436 0.033408 0.033433625 0.03346475 0.0335655818182 0.0333034827586,0 0 0 0 0 0 0 0 7.60368 7.92288 7.93968 7.95312 7.91112 7.99344 7.9632 7.95984 7.95648 7.98504 7.94136 8.01192,0 0 0 0 0 0 0 0 0.0306765658418 0.0306948233673 0.0306424126111 0.0306509148711 0.0306485682735 0.0306614113073 0.0306622613924 0.0306471015196 0.0306592882179 0.0306684555018 0.0307292593611 0.0306198358146
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.38272 0.25792 0.30784 0.35776 0.24128 0.44096 0.3328 0.28288 0.51584 0.2496 0.30784 0.43264,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343024347826 0.0333821935484 0.0333926216216 0.0334119534884 0.0332708275862 0.0334926792453 0.03349555 0.0333743823529 0.033648983871 0.0333646666667 0.0332663783784 0.0334696153846,0 0 0 0 0 0 0 0 7.64904 8.00016 7.93632 7.938 7.94136 7.91448 7.94304 7.98336 7.8708 7.97328 7.97328 7.9212,0 0 0 0 0 0 0 0 0.0306621717549 0.0306271049979 0.0306505139712 0.0306684493122 0.030613985403 0.0307021863723 0.0306680486464 0.0306391569865 0.0307429400213 0.0306193417615 0.0306424525917 0.0307008014846
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.22464 0.38272 0.26624 0.26624 0.44096 0.30784 0.31616 0.4576 0.30784 0.42432 0.31616 0.31616,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338488518519 0.0334660434783 0.0332615 0.0332136875 0.0334878301887 0.033526027027 0.0334342368421 0.0335383818182 0.0336107027027 0.0335654117647 0.0334570526316 0.0334504473684,0 0 0 0 0 0 0 0 7.7196 7.94304 7.92624 8.0388 7.9716 7.88928 7.92792 7.90776 7.98504 7.93464 7.9296 7.92792,0 0 0 0 0 0 0 0 0.0306094008705 0.0306794043993 0.0306248972022 0.0306307565308 0.0307105144362 0.0306443000426 0.0306666897648 0.0307109719567 0.0306528161161 0.030706157527 0.0306508766949 0.0306614907819
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.2496 0.416 0.2912 0.27456 0.4576 0.28288 0.34112 0.44928 0.3328 0.2912 0.34944 0.34112,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0339974333333 0.03349316 0.0335043714286 0.0333235757576 0.0335156545455 0.0334665 0.0333672439024 0.0334801851852 0.033566175 0.0332672 0.0333718333333 0.0335125609756,0 0 0 0 0 0 0 0 7.76496 7.88424 7.94304 7.97664 7.93632 7.97664 7.94472 7.9464 7.94976 7.9632 7.97328 7.95984,0 0 0 0 0 0 0 0 0.0306179515361 0.0306943797145 0.0306422766497 0.0306375189554 0.0307119944962 0.0306420181129 0.0306611268767 0.0307032190275 0.0306565420541 0.0306401957806 0.0306682669617 0.0306673480371
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.25792 0.48256 0.34112 0.3744 0.27456 0.24128 0.34944 0.2912 0.29952 0.38272 0.27456 0.24128,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0340619032258 0.033645137931 0.0335247560976 0.0335057333333 0.0333535454545 0.0333857586207 0.0333676428571 0.0332890571429 0.0333643611111 0.0334770869565 0.0335135454545 0.0333239310345,0 0 0 0 0 0 0 0 7.72296 8.00856 7.93464 7.9296 7.98336 7.92624 7.98 7.9968 7.99008 7.98 7.92456 7.89264,0 0 0 0 0 0 0 0 0.030625370459 0.0307221415985 0.0306619131908 0.0306767777542 0.0306408556397 0.0306132528614 0.0306662421053 0.0306401611345 0.0306469989487 0.0306868949474 0.0306420610558 0.0306131841209
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.39104 0.26624 0.3328 0.30784 0.31616 0.31616 0.3328 0.27456 0.26624 0.34944 0.35776 0.25792,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.034458787234 0.033414375 0.033383075 0.0333073783784 0.0333517631579 0.0334679736842 0.033488325 0.0333752424242 0.0332948125 0.0333648095238 0.0334448837209 0.0334258709677,0 0 0 0 0 0 0 0 7.6104 7.96656 7.96488 7.99512 7.95648 8.0136 7.9884 8.05392 8.03208 7.92624 7.94472 7.93296,0 0 0 0 0 0 0 0 0.0306691629139 0.0306222570645 0.0306527373972 0.0306367871402 0.0306554345439 0.0306616190776 0.0306584088328 0.0306392670004 0.0306286737084 0.0306624340822 0.0306688614929 0.0306337757306
Sack1,DropTail,2.08032 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 2.6624 0.2496 0.2912 0.35776 0.2912 0.43264 0.34944 0.39936 0.24128 0.35776 0.35776 0.26624 0.34944,0.0329803346614 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.032496 0.0338867 0.0334189428571 0.0334371860465 0.0332812571429 0.0336065384615 0.0334575714286 0.0334159166667 0.0333202758621 0.0333398604651 0.0334534186047 0.03338846875 0.0333605714286,0 0 0 0 0 0 0 0 7.74144 7.92792 7.93968 7.98168 7.93968 7.99008 7.89264 8.00016 7.91448 7.86576 8.02536 7.9716,0 0 0 0 0 0 0 0 0.0306246597222 0.0306368268701 0.0306680196784 0.0306362622606 0.0307127549725 0.0306629186291 0.0306861666667 0.0306230214196 0.0306584990448 0.0306661287911 0.0306285742098 0.0306528950474
